date	region	sessions	mobile	ctr	bounce_rate	first_action	last_action
2017-06-09	Western Asia	204	122	0.2745	0.7255	search	search
2017-06-09	Western Europe	608	148	0.4984	0.5016	primary links	search
2017-06-10	Australia and New Zealand	103	47	0.6019	0.3981	search	search
2017-06-10	Caribbean	25	17	0.52	0.48	search	search
2017-06-10	Central America	111	71	0.2883	0.7117	search	search
2017-06-10	Central Asia	31	22	0.3548	0.6452	search	search
2017-06-10	Eastern Africa	62	48	0.4839	0.5161	search	search
2017-06-10	Eastern Asia	204	90	0.6029	0.3971	search	search
2017-06-10	Eastern Europe	236	107	0.4449	0.5551	primary links	primary links
2017-06-10	Melanesia	5	4	0.6	0.4	search	search
2017-06-10	Micronesia	1	0	0	1	NA	NA
2017-06-10	Middle Africa	135	106	0.4889	0.5111	search	search
2017-06-10	Northern Africa	146	126	0.3356	0.6644	search	search
2017-06-10	Northern America	2545	1141	0.7139	0.2861	search	search
2017-06-10	Northern Europe	674	200	0.4228	0.5772	search	search
2017-06-10	South America	779	124	0.10780000000000001	0.8922	search	search
2017-06-10	South-Eastern Asia	358	259	0.3799	0.6201	search	search
2017-06-10	Southern Africa	26	21	0.4231	0.5769	search	search
2017-06-10	Southern Asia	400	313	0.4775	0.5225	search	search
2017-06-10	Southern Europe	176	78	0.4261	0.5739	search	search
2017-06-10	Western Africa	59	48	0.3729	0.6271	primary links	primary links
2017-06-10	Western Asia	220	145	0.2409	0.7591	search	search
2017-06-10	Western Europe	572	184	0.4231	0.5769	search	search
2017-06-11	Australia and New Zealand	117	59	0.5983	0.4017	search	search
2017-06-11	Caribbean	42	34	0.4048	0.5952	search	search
2017-06-11	Central America	126	83	0.3095	0.6905	search	search
2017-06-11	Central Asia	22	16	0.2273	0.7727	search	search
2017-06-11	Eastern Africa	49	40	0.4286	0.5714	search	search
2017-06-11	Eastern Asia	234	104	0.5641	0.4359	search	search
2017-06-11	Eastern Europe	277	132	0.4657	0.5343	search	search
2017-06-11	Melanesia	2	2	0	1	NA	NA
2017-06-11	Middle Africa	147	115	0.5578	0.4422	search	search
2017-06-11	Northern Africa	159	129	0.3585	0.6415	search	search
2017-06-11	Northern America	2753	1309	0.7287	0.2713	search	search
2017-06-11	Northern Europe	703	191	0.4296	0.5704	search	search
2017-06-11	South America	705	111	0.1135	0.8865	primary links	primary links
2017-06-11	South-Eastern Asia	347	255	0.3689	0.6311	search	search
2017-06-11	Southern Africa	31	21	0.5806	0.4194	search	search
2017-06-11	Southern Asia	368	282	0.4022	0.5978	search	search
2017-06-11	Southern Europe	199	89	0.4673	0.5327	search	search
2017-06-11	Western Africa	47	38	0.3191	0.6809	search	search
2017-06-11	Western Asia	222	133	0.3243	0.6757	primary links	primary links
2017-06-11	Western Europe	591	196	0.4501	0.54990000000000006	search	search
2017-06-12	Australia and New Zealand	126	58	0.6667	0.3333	search	search
2017-06-12	Caribbean	25	18	0.52	0.48	primary links	primary links
2017-06-12	Central America	146	82	0.3699	0.6301	primary links	primary links
2017-06-12	Central Asia	34	26	0.2353	0.7647	primary links	primary links
2017-06-12	Eastern Africa	43	30	0.3721	0.6279	search	search
2017-06-12	Eastern Asia	269	103	0.5576	0.4424	search	search
2017-06-12	Eastern Europe	287	120	0.4808	0.5192	search	search
2017-06-12	Melanesia	1	1	0	1	NA	NA
2017-06-12	Micronesia	2	2	0.5	0.5	search	search
2017-06-12	Middle Africa	178	142	0.5899	0.4101	search	search
2017-06-12	Northern Africa	152	130	0.3882	0.6118	search	search
2017-06-12	Northern America	3370	1198	0.7389	0.2611	search	search
2017-06-12	Northern Europe	809	212	0.5488	0.4512	search	search
2017-06-12	South America	803	108	0.1158	0.8842	primary links	search
2017-06-12	South-Eastern Asia	363	263	0.3664	0.6336	search	search
2017-06-12	Southern Africa	33	23	0.5455	0.4545	search	search
2017-06-12	Southern Asia	392	292	0.4235	0.5765	search	search
2017-06-12	Southern Europe	208	66	0.5192	0.4808	search	search
2017-06-12	Western Africa	60	52	0.3833	0.6167	search	search
2017-06-12	Western Asia	236	154	0.2119	0.7881	search	search
2017-06-12	Western Europe	677	177	0.5495	0.4505	search	search
2017-06-13	Australia and New Zealand	118	45	0.5	0.5	search	search
2017-06-13	Caribbean	40	29	0.45	0.55	search	search
2017-06-13	Central America	143	76	0.3706	0.6294	search	search
2017-06-13	Central Asia	33	27	0.2121	0.7879	primary links	primary links
2017-06-13	Eastern Africa	64	41	0.4844	0.5156	search	search
2017-06-13	Eastern Asia	261	97	0.5326	0.4674	search	search
2017-06-13	Eastern Europe	310	133	0.4806	0.5194	search	search
2017-06-13	Melanesia	2	1	1	0	search	search
2017-06-13	Micronesia	2	1	1	0	primary links	primary links
2017-06-13	Middle Africa	204	164	0.5343	0.4657	search	search
2017-06-13	Northern Africa	171	140	0.4269	0.5731	search	search
2017-06-13	Northern America	3156	1039	0.7262	0.2738	search	search
2017-06-13	Northern Europe	731	186	0.5062	0.4938	search	search
2017-06-13	South America	937	129	0.0886	0.9114	search	search
2017-06-13	South-Eastern Asia	421	279	0.3515	0.6485	search	search
2017-06-13	Southern Africa	24	15	0.5	0.5	search	search
2017-06-13	Southern Asia	442	320	0.3937	0.6063	search	search
2017-06-13	Southern Europe	221	80	0.4434	0.5566	search	search
2017-06-13	Western Africa	50	40	0.42	0.58	search	search
2017-06-13	Western Asia	217	131	0.2765	0.7235	search	search
2017-06-13	Western Europe	586	150	0.5478	0.4522	search	search
2017-06-14	Australia and New Zealand	111	43	0.5405	0.4595	search	search
2017-06-14	Caribbean	32	22	0.4375	0.5625	primary links	primary links
2017-06-14	Central America	130	71	0.3385	0.6615	search	search
2017-06-14	Central Asia	24	18	0.4583	0.5417	search	search
2017-06-14	Eastern Africa	53	40	0.3774	0.6226	search	search
2017-06-14	Eastern Asia	274	100	0.5584	0.4416	search	search
2017-06-14	Eastern Europe	279	126	0.4659	0.5341	search	search
2017-06-14	Melanesia	2	2	0.5	0.5	search	search
2017-06-14	Middle Africa	230	200	0.5696	0.4304	search	search
2017-06-14	Northern Africa	166	136	0.4337	0.5663	search	search
2017-06-14	Northern America	3185	1057	0.7259	0.2741	search	search
2017-06-14	Northern Europe	680	167	0.4676	0.5324	search	search
2017-06-14	South America	727	118	0.1197	0.8803	primary links	primary links
2017-06-14	South-Eastern Asia	369	235	0.3008	0.6992	search	search
2017-06-14	Southern Africa	37	21	0.4595	0.5405	search	search
2017-06-14	Southern Asia	448	306	0.4129	0.5871	search	search
2017-06-14	Southern Europe	184	59	0.4402	0.5598	search	search
2017-06-14	Western Africa	63	51	0.3968	0.6032	search	search
2017-06-14	Western Asia	232	131	0.2802	0.7198	search	search
2017-06-14	Western Europe	606	153	0.5693	0.4307	search	search
2017-06-15	Australia and New Zealand	128	49	0.6562	0.3438	search	search
2017-06-15	Caribbean	44	33	0.5	0.5	search	search
2017-06-15	Central America	123	66	0.3089	0.6911	search	search
2017-06-15	Central Asia	36	26	0.2778	0.7222	search	primary links
2017-06-15	Eastern Africa	62	46	0.4194	0.5806	primary links	primary links
2017-06-15	Eastern Asia	264	100	0.5417	0.4583	search	search
2017-06-15	Eastern Europe	311	131	0.4759	0.5241	search	search
2017-06-15	Melanesia	1	1	0	1	NA	NA
2017-06-15	Micronesia	1	0	1	0	search	search
2017-06-15	Middle Africa	205	161	0.5171	0.4829	search	search
2017-06-15	Northern Africa	181	145	0.3315	0.6685	search	search
2017-06-15	Northern America	3015	1050	0.7396	0.2604	search	search
2017-06-15	Northern Europe	677	158	0.4579	0.5421	search	search
2017-06-15	Polynesia	2	0	1	0	search	search
2017-06-15	South America	715	120	0.1273	0.8727	search	search
2017-06-15	South-Eastern Asia	385	229	0.3974	0.6026	search	search
2017-06-15	Southern Africa	35	20	0.6286	0.3714	search	search
2017-06-15	Southern Asia	404	270	0.4183	0.5817	search	search
2017-06-15	Southern Europe	202	73	0.4901	0.5099	search	search
2017-06-15	Western Africa	53	38	0.5849	0.4151	search	search
2017-06-15	Western Asia	230	135	0.2957	0.7043	search	search
2017-06-15	Western Europe	570	153	0.5	0.5	search	search
2017-06-16	Australia and New Zealand	106	47	0.5472	0.4528	search	search
2017-06-16	Caribbean	40	27	0.525	0.475	search	search
2017-06-16	Central America	122	75	0.3361	0.6639	search	search
2017-06-16	Central Asia	33	25	0.3333	0.6667	search	search
2017-06-16	Eastern Africa	52	31	0.5	0.5	search	search
2017-06-16	Eastern Asia	223	81	0.5247	0.4753	search	search
2017-06-16	Eastern Europe	247	121	0.4413	0.5587	search	search
2017-06-16	Melanesia	2	2	0.5	0.5	search	search
2017-06-16	Micronesia	2	0	0.5	0.5	search	search
2017-06-16	Middle Africa	142	107	0.4718	0.5282	search	search
2017-06-16	Northern Africa	139	119	0.295	0.705	search	search
2017-06-16	Northern America	2933	1056	0.7191	0.2809	search	search
2017-06-16	Northern Europe	707	170	0.4512	0.5488	search	search
2017-06-16	South America	677	105	0.1315	0.8685	search	search
2017-06-16	South-Eastern Asia	376	242	0.3165	0.6835	search	search
2017-06-16	Southern Africa	19	12	0.3684	0.6316	search	search
2017-06-16	Southern Asia	360	255	0.4111	0.5889	search	search
2017-06-16	Southern Europe	194	81	0.4278	0.5722	search	search
2017-06-16	Western Africa	63	52	0.3968	0.6032	search	search
2017-06-16	Western Asia	192	117	0.2708	0.7292	search	search
2017-06-16	Western Europe	594	152	0.4916	0.5084	search	search
2017-06-17	Australia and New Zealand	87	42	0.5632	0.4368	search	search
2017-06-17	Caribbean	25	21	0.44	0.56	primary links	primary links
2017-06-17	Central America	103	72	0.301	0.699	primary links	primary links
2017-06-17	Central Asia	38	34	0.3684	0.6316	search	search
2017-06-17	Eastern Africa	49	40	0.4082	0.5918	search	search
2017-06-17	Eastern Asia	219	99	0.5023	0.4977	search	search
2017-06-17	Eastern Europe	253	131	0.4743	0.5257	search	search
2017-06-17	Melanesia	1	1	0	1	NA	NA
2017-06-17	Micronesia	1	0	0	1	NA	NA
2017-06-17	Middle Africa	141	97	0.3901	0.6099	search	search
2017-06-17	Northern Africa	170	141	0.4	0.6	search	search
2017-06-17	Northern America	2497	1110	0.7024	0.2976	search	search
2017-06-17	Northern Europe	583	168	0.4648	0.5352	search	search
2017-06-17	South America	654	128	0.1116	0.8884	search	search
2017-06-17	South-Eastern Asia	364	267	0.2912	0.7088	search	search
2017-06-17	Southern Africa	24	21	0.4167	0.5833	search	search
2017-06-17	Southern Asia	489	313	0.3947	0.6053	search	search
2017-06-17	Southern Europe	180	81	0.4111	0.5889	search	search
2017-06-17	Western Africa	51	45	0.3529	0.6471	search	search
2017-06-17	Western Asia	207	123	0.3043	0.6957	search	search
2017-06-17	Western Europe	534	173	0.4382	0.5618	search	search
2017-06-18	Australia and New Zealand	106	45	0.6226	0.3774	search	search
2017-06-18	Caribbean	23	18	0.5652	0.4348	search	search
2017-06-18	Central America	93	66	0.3763	0.6237	search	search
2017-06-18	Central Asia	42	33	0.2619	0.7381	primary links	primary links
2017-06-18	Eastern Africa	24	16	0.3333	0.6667	search	search
2017-06-18	Eastern Asia	231	100	0.5455	0.4545	search	search
2017-06-18	Eastern Europe	238	103	0.5126	0.4874	search	search
2017-06-18	Melanesia	5	5	1	0	search	search
2017-06-18	Micronesia	3	1	1	0	search	search
2017-06-18	Middle Africa	132	107	0.4394	0.5606	search	search
2017-06-18	Northern Africa	139	113	0.3957	0.6043	search	search
2017-06-18	Northern America	2520	1168	0.7028	0.2972	search	search
2017-06-18	Northern Europe	701	229	0.4465	0.5535	search	search
2017-06-18	Polynesia	1	1	0	1	NA	NA
2017-06-18	South America	663	127	0.1252	0.8748	search	search
2017-06-18	South-Eastern Asia	386	268	0.3627	0.6373	search	search
2017-06-18	Southern Africa	32	21	0.5312	0.4688	search	search
2017-06-18	Southern Asia	411	295	0.4088	0.5912	search	search
2017-06-18	Southern Europe	199	85	0.5427	0.4573	search	search
2017-06-18	Western Africa	41	34	0.2683	0.7317	search	search
2017-06-18	Western Asia	227	134	0.2379	0.7621	search	search
2017-06-18	Western Europe	603	220	0.4859	0.5141	search	search
2017-06-19	Australia and New Zealand	135	60	0.5704	0.4296	search	search
2017-06-19	Caribbean	50	39	0.5	0.5	search	search
2017-06-19	Central America	116	66	0.4224	0.5776	search	search
2017-06-19	Central Asia	24	13	0.375	0.625	primary links	primary links
2017-06-19	Eastern Africa	71	53	0.4225	0.5775	search	primary links
2017-06-19	Eastern Asia	210	88	0.5143	0.4857	search	search
2017-06-19	Eastern Europe	304	131	0.4507	0.5493	search	search
2017-06-19	Melanesia	2	1	0	1	NA	NA
2017-06-19	Micronesia	3	2	0.6667	0.3333	search	search
2017-06-19	Middle Africa	209	168	0.555	0.445	search	search
2017-06-19	Northern Africa	192	170	0.3698	0.6302	search	search
2017-06-19	Northern America	3170	1097	0.7527	0.2473	search	search
2017-06-19	Northern Europe	754	186	0.4629	0.5371	search	search
2017-06-19	Polynesia	1	0	0	1	NA	NA
2017-06-19	South America	617	96	0.1556	0.8444	search	search
2017-06-19	South-Eastern Asia	395	267	0.4076	0.5924	search	search
2017-06-19	Southern Africa	34	27	0.4118	0.5882	search	search
2017-06-19	Southern Asia	430	279	0.3767	0.6233	search	search
2017-06-19	Southern Europe	181	61	0.5249	0.4751	search	search
2017-06-19	Western Africa	46	37	0.4348	0.5652	primary links	search
2017-06-19	Western Asia	192	117	0.2708	0.7292	search	search
2017-06-19	Western Europe	605	130	0.5207	0.4793	search	search
2017-06-20	Australia and New Zealand	130	32	0.6	0.4	search	search
2017-06-20	Caribbean	29	24	0.4138	0.5862	search	search
2017-06-20	Central America	131	70	0.3664	0.6336	search	search
2017-06-20	Central Asia	35	25	0.2857	0.7143	search	search
2017-06-20	Eastern Africa	50	28	0.38	0.62	search	search
2017-06-20	Eastern Asia	230	92	0.5348	0.4652	search	search
2017-06-20	Eastern Europe	317	110	0.4069	0.5931	search	search
2017-06-20	Melanesia	1	0	0	1	NA	NA
2017-06-20	Micronesia	1	0	1	0	search	search
2017-06-20	Middle Africa	221	175	0.5385	0.4615	search	search
2017-06-20	Northern Africa	130	105	0.3077	0.6923	search	search
2017-06-20	Northern America	3113	1084	0.7289	0.2711	search	search
2017-06-20	Northern Europe	673	180	0.4903	0.5097	search	search
2017-06-20	Polynesia	2	1	0.5	0.5	search	search
2017-06-20	South America	613	99	0.1191	0.8809	search	search
2017-06-20	South-Eastern Asia	387	255	0.354	0.646	search	search
2017-06-20	Southern Africa	23	18	0.4783	0.5217	search	search
2017-06-20	Southern Asia	440	271	0.3477	0.6523	search	search
2017-06-20	Southern Europe	205	66	0.4293	0.5707	search	search
2017-06-20	Western Africa	57	43	0.4035	0.5965	search	search
2017-06-20	Western Asia	200	110	0.32	0.68	search	search
2017-06-20	Western Europe	670	168	0.5313	0.4687	primary links	search
2017-06-21	Australia and New Zealand	105	32	0.6476	0.3524	search	search
2017-06-21	Caribbean	32	20	0.5312	0.4688	search	search
2017-06-21	Central America	126	71	0.3492	0.6508	primary links	primary links
2017-06-21	Central Asia	39	30	0.2051	0.7949	search	search
2017-06-21	Eastern Africa	54	34	0.463	0.537	search	search
2017-06-21	Eastern Asia	269	103	0.539	0.461	search	search
2017-06-21	Eastern Europe	289	117	0.4221	0.5779	search	primary links
2017-06-21	Melanesia	4	2	1	0	primary links	search
2017-06-21	Middle Africa	214	166	0.5234	0.4766	search	search
2017-06-21	Northern Africa	150	121	0.3667	0.6333	search	search
2017-06-21	Northern America	3112	1113	0.7494	0.2506	search	search
2017-06-21	Northern Europe	706	167	0.4887	0.5113	search	search
2017-06-21	South America	632	103	0.1187	0.8813	search	search
2017-06-21	South-Eastern Asia	392	255	0.3827	0.6173	search	search
2017-06-21	Southern Africa	24	14	0.4583	0.5417	search	search
2017-06-21	Southern Asia	441	287	0.3968	0.6032	search	search
2017-06-21	Southern Europe	182	81	0.5055	0.4945	search	search
2017-06-21	Western Africa	48	35	0.2917	0.7083	search	search
2017-06-21	Western Asia	202	120	0.3069	0.6931	search	search
2017-06-21	Western Europe	644	172	0.5326	0.4674	search	search
2017-06-22	Australia and New Zealand	122	50	0.5656	0.4344	search	search
2017-06-22	Caribbean	42	32	0.4524	0.5476	search	search
2017-06-22	Central America	138	78	0.413	0.587	search	search
2017-06-22	Central Asia	32	20	0.3125	0.6875	search	primary links
2017-06-22	Eastern Africa	49	35	0.4286	0.5714	search	search
2017-06-22	Eastern Asia	241	86	0.5353	0.4647	search	search
2017-06-22	Eastern Europe	242	99	0.5455	0.4545	search	search
2017-06-22	Melanesia	2	2	0	1	NA	NA
2017-06-22	Micronesia	1	1	1	0	search	search
2017-06-22	Middle Africa	216	160	0.4769	0.5231	search	search
2017-06-22	Northern Africa	122	98	0.377	0.623	search	search
2017-06-22	Northern America	3084	1038	0.7468	0.2532	search	search
2017-06-22	Northern Europe	759	159	0.4572	0.5428	search	search
2017-06-22	South America	790	128	0.1139	0.8861	search	search
2017-06-22	South-Eastern Asia	373	254	0.3324	0.6676	search	search
2017-06-22	Southern Africa	39	22	0.4872	0.5128	search	search
2017-06-22	Southern Asia	438	274	0.3813	0.6187	search	search
2017-06-22	Southern Europe	170	59	0.4706	0.5294	search	search
2017-06-22	Western Africa	47	44	0.3191	0.6809	search	search
2017-06-22	Western Asia	215	126	0.2233	0.7767	search	search
2017-06-22	Western Europe	658	172	0.5562	0.4438	search	search
2017-06-23	Australia and New Zealand	101	37	0.505	0.495	search	search
2017-06-23	Caribbean	32	20	0.625	0.375	primary links	search
2017-06-23	Central America	125	62	0.376	0.624	primary links	primary links
2017-06-23	Central Asia	27	21	0.2222	0.7778	primary links	primary links
2017-06-23	Eastern Africa	53	39	0.4717	0.5283	search	search
2017-06-23	Eastern Asia	239	93	0.5481	0.4519	search	search
2017-06-23	Eastern Europe	255	122	0.4549	0.5451	search	search
2017-06-23	Melanesia	4	2	0.5	0.5	primary links	primary links
2017-06-23	Middle Africa	179	134	0.5363	0.4637	search	search
2017-06-23	Northern Africa	118	100	0.3729	0.6271	search	search
2017-06-23	Northern America	2943	1072	0.736	0.264	search	search
2017-06-23	Northern Europe	718	175	0.4791	0.5209	search	search
2017-06-23	South America	690	108	0.1101	0.8899	primary links	primary links
2017-06-23	South-Eastern Asia	393	277	0.3206	0.6794	search	search
2017-06-23	Southern Africa	29	13	0.5517	0.4483	search	search
2017-06-23	Southern Asia	462	281	0.3528	0.6472	search	search
2017-06-23	Southern Europe	168	65	0.4226	0.5774	search	search
2017-06-23	Western Africa	56	46	0.375	0.625	primary links	primary links
2017-06-23	Western Asia	200	132	0.26	0.74	search	search
2017-06-23	Western Europe	618	175	0.4935	0.5065	search	search
2017-06-24	Australia and New Zealand	102	46	0.6667	0.3333	search	search
2017-06-24	Caribbean	27	19	0.3704	0.6296	search	search
2017-06-24	Central America	103	66	0.2718	0.7282	search	search
2017-06-24	Central Asia	47	40	0.2128	0.7872	primary links	primary links
2017-06-24	Eastern Africa	47	35	0.4043	0.5957	search	search
2017-06-24	Eastern Asia	242	115	0.5289	0.4711	search	search
2017-06-24	Eastern Europe	244	125	0.459	0.541	search	search
2017-06-24	Melanesia	3	2	0.3333	0.6667	primary links	primary links
2017-06-24	Micronesia	1	0	0	1	NA	NA
2017-06-24	Middle Africa	149	109	0.5034	0.4966	search	search
2017-06-24	Northern Africa	114	97	0.307	0.693	search	search
2017-06-24	Northern America	2518	1130	0.7109	0.2891	search	search
2017-06-24	Northern Europe	670	206	0.4597	0.5403	search	search
2017-06-24	South America	730	120	0.1	0.9	search	search
2017-06-24	South-Eastern Asia	341	254	0.3196	0.6804	search	search
2017-06-24	Southern Africa	27	17	0.5185	0.4815	search	search
2017-06-24	Southern Asia	373	262	0.4021	0.5979	search	search
2017-06-24	Southern Europe	167	78	0.4431	0.5569	search	search
2017-06-24	Western Africa	52	45	0.3269	0.6731	primary links	primary links
2017-06-24	Western Asia	201	132	0.2935	0.7065	search	search
2017-06-24	Western Europe	505	163	0.4356	0.5644	search	search
2017-06-25	Australia and New Zealand	101	45	0.5842	0.4158	search	search
2017-06-25	Caribbean	28	19	0.4286	0.5714	search	search
2017-06-25	Central America	87	48	0.3908	0.6092	search	search
2017-06-25	Central Asia	27	19	0.2222	0.7778	primary links	primary links
2017-06-25	Eastern Africa	59	47	0.4068	0.5932	search	search
2017-06-25	Eastern Asia	210	108	0.4476	0.5524	search	search
2017-06-25	Eastern Europe	248	121	0.5242	0.4758	search	search
2017-06-25	Melanesia	1	1	0	1	NA	NA
2017-06-25	Micronesia	1	1	1	0	search	search
2017-06-25	Middle Africa	189	134	0.4444	0.5556	search	search
2017-06-25	Northern Africa	163	139	0.3988	0.6012	search	search
2017-06-25	Northern America	2593	1220	0.7335	0.2665	search	search
2017-06-25	Northern Europe	698	217	0.4556	0.5444	search	search
2017-06-25	South America	678	127	0.1003	0.8997	primary links	primary links
2017-06-25	South-Eastern Asia	349	270	0.3295	0.6705	search	search
2017-06-25	Southern Africa	28	20	0.4643	0.5357	search	search
2017-06-25	Southern Asia	391	271	0.3504	0.6496	search	search
2017-06-25	Southern Europe	197	95	0.4365	0.5635	search	search
2017-06-25	Western Africa	55	45	0.2545	0.7455	primary links	primary links
2017-06-25	Western Asia	217	151	0.3041	0.6959	search	search
2017-06-25	Western Europe	597	201	0.4908	0.5092	search	search
2017-06-26	Australia and New Zealand	115	47	0.5913	0.4087	search	search
2017-06-26	Caribbean	30	18	0.5333	0.4667	search	search
2017-06-26	Central America	127	74	0.4016	0.5984	search	search
2017-06-26	Central Asia	33	29	0.2424	0.7576	primary links	search
2017-06-26	Eastern Africa	60	43	0.3833	0.6167	search	search
2017-06-26	Eastern Asia	251	107	0.4861	0.5139	search	search
2017-06-26	Eastern Europe	321	120	0.5078	0.4922	search	search
2017-06-26	Melanesia	2	2	1	0	search	search
2017-06-26	Middle Africa	192	151	0.5312	0.4688	search	search
2017-06-26	Northern Africa	160	132	0.3312	0.6688	search	search
2017-06-26	Northern America	3165	1107	0.7466	0.2534	search	search
2017-06-26	Northern Europe	770	194	0.5026	0.4974	search	search
2017-06-26	South America	731	123	0.1286	0.8714	primary links	primary links
2017-06-26	South-Eastern Asia	366	264	0.3415	0.6585	search	search
2017-06-26	Southern Africa	29	15	0.5862	0.4138	search	search
2017-06-26	Southern Asia	410	258	0.3829	0.6171	search	search
2017-06-26	Southern Europe	177	70	0.4972	0.5028	search	search
2017-06-26	Western Africa	42	35	0.381	0.619	primary links	search
2017-06-26	Western Asia	214	151	0.3131	0.6869	search	search
2017-06-26	Western Europe	616	168	0.5422	0.4578	search	search
2017-06-27	Australia and New Zealand	124	49	0.6048	0.3952	search	search
2017-06-27	Caribbean	39	25	0.641	0.359	search	search
2017-06-27	Central America	117	77	0.2991	0.7009	search	search
2017-06-27	Central Asia	30	27	0.2667	0.7333	search	search
2017-06-27	Eastern Africa	76	53	0.3947	0.6053	search	search
2017-06-27	Eastern Asia	276	108	0.5181	0.4819	search	search
2017-06-27	Eastern Europe	249	105	0.5663	0.4337	search	search
2017-06-27	Melanesia	1	1	0	1	NA	NA
2017-06-27	Middle Africa	246	192	0.4919	0.5081	search	search
2017-06-27	Northern Africa	162	133	0.3642	0.6358	search	search
2017-06-27	Northern America	3030	1015	0.7396	0.2604	search	search
2017-06-27	Northern Europe	703	178	0.4424	0.5576	search	search
2017-06-27	Polynesia	1	0	0	1	NA	NA
2017-06-27	South America	685	126	0.1153	0.8847	search	search
2017-06-27	South-Eastern Asia	339	236	0.3481	0.6519	search	search
2017-06-27	Southern Africa	41	24	0.6098	0.3902	search	search
2017-06-27	Southern Asia	459	290	0.3682	0.6318	search	search
2017-06-27	Southern Europe	194	72	0.5155	0.4845	search	search
2017-06-27	Western Africa	59	47	0.2881	0.7119	search	search
2017-06-27	Western Asia	226	135	0.2876	0.7124	search	search
2017-06-27	Western Europe	644	157	0.4876	0.5124	search	search
2017-06-28	Australia and New Zealand	124	47	0.5565	0.4435	search	search
2017-06-28	Caribbean	43	29	0.4651	0.5349	search	search
2017-06-28	Central America	117	62	0.4444	0.5556	search	search
2017-06-28	Central Asia	38	32	0.3421	0.6579	primary links	primary links
2017-06-28	Eastern Africa	59	45	0.4407	0.5593	search	search
2017-06-28	Eastern Asia	268	106	0.4851	0.5149	search	search
2017-06-28	Eastern Europe	273	124	0.4908	0.5092	search	search
2017-06-28	Melanesia	1	1	0	1	NA	NA
2017-06-28	Middle Africa	229	173	0.4716	0.5284	search	search
2017-06-28	Northern Africa	181	148	0.337	0.663	search	search
2017-06-28	Northern America	2986	1019	0.7552	0.2448	search	search
2017-06-28	Northern Europe	721	159	0.4632	0.5368	search	search
2017-06-28	South America	706	112	0.1246	0.8754	search	search
2017-06-28	South-Eastern Asia	388	272	0.3866	0.6134	search	search
2017-06-28	Southern Africa	34	21	0.5882	0.4118	search	search
2017-06-28	Southern Asia	461	305	0.3666	0.6334	search	search
2017-06-28	Southern Europe	198	78	0.404	0.596	search	search
2017-06-28	Western Africa	51	41	0.3333	0.6667	search	search
2017-06-28	Western Asia	230	168	0.3043	0.6957	search	search
2017-06-28	Western Europe	604	158	0.4785	0.5215	search	search
2017-06-29	Australia and New Zealand	116	45	0.6293	0.3707	search	search
2017-06-29	Caribbean	37	24	0.5135	0.4865	search	search
2017-06-29	Central America	125	69	0.392	0.608	primary links	primary links
2017-06-29	Central Asia	35	29	0.3714	0.6286	primary links	search
2017-06-29	Eastern Africa	53	36	0.3585	0.6415	search	search
2017-06-29	Eastern Asia	238	80	0.5126	0.4874	search	search
2017-06-29	Eastern Europe	280	130	0.4464	0.5536	primary links	primary links
2017-06-29	Melanesia	1	1	1	0	search	search
2017-06-29	Middle Africa	203	160	0.5468	0.4532	search	search
2017-06-29	Northern Africa	169	148	0.3254	0.6746	search	search
2017-06-29	Northern America	3043	1066	0.7266	0.2734	search	search
2017-06-29	Northern Europe	719	195	0.5132	0.4868	search	search
2017-06-29	South America	661	99	0.1467	0.8533	search	search
2017-06-29	South-Eastern Asia	364	260	0.3681	0.6319	search	search
2017-06-29	Southern Africa	25	15	0.44	0.56	search	search
2017-06-29	Southern Asia	426	265	0.3521	0.6479	search	search
2017-06-29	Southern Europe	200	73	0.47	0.53	search	search
2017-06-29	Western Africa	47	37	0.3617	0.6383	primary links	primary links
2017-06-29	Western Asia	246	161	0.252	0.748	search	search
2017-06-29	Western Europe	576	156	0.5104	0.4896	search	search
2017-06-30	Australia and New Zealand	117	52	0.6154	0.3846	search	search
2017-06-30	Caribbean	44	27	0.4545	0.5455	search	search
2017-06-30	Central America	104	63	0.3077	0.6923	search	search
2017-06-30	Central Asia	30	23	0.2333	0.7667	primary links	primary links
2017-06-30	Eastern Africa	47	31	0.4681	0.5319	search	search
2017-06-30	Eastern Asia	218	89	0.555	0.445	search	search
2017-06-30	Eastern Europe	278	107	0.4065	0.5935	search	search
2017-06-30	Micronesia	1	0	1	0	primary links	primary links
2017-06-30	Middle Africa	191	140	0.4869	0.5131	search	search
2017-06-30	Northern Africa	178	147	0.3146	0.6854	search	search
2017-06-30	Northern America	2960	1083	0.7247	0.2753	search	search
2017-06-30	Northern Europe	696	165	0.477	0.523	search	search
2017-06-30	South America	681	103	0.1116	0.8884	primary links	primary links
2017-06-30	South-Eastern Asia	395	284	0.3342	0.6658	search	search
2017-06-30	Southern Africa	27	14	0.4815	0.5185	search	search
2017-06-30	Southern Asia	437	283	0.4096	0.5904	search	search
2017-06-30	Southern Europe	185	65	0.4054	0.5946	primary links	primary links
2017-06-30	Western Africa	54	48	0.3889	0.6111	primary links	primary links
2017-06-30	Western Asia	196	123	0.301	0.699	search	search
2017-06-30	Western Europe	583	161	0.4614	0.5386	search	search
2017-07-01	Australia and New Zealand	98	46	0.602	0.398	search	search
2017-07-01	Caribbean	34	22	0.7353	0.2647	search	search
