date	region	sessions	mobile	ctr	bounce_rate	first_action	last_action
2017-07-01	Central America	92	62	0.3261	0.6739	search	search
2017-07-01	Central Asia	33	29	0.3333	0.6667	primary links	primary links
2017-07-01	Eastern Africa	58	44	0.4828	0.5172	search	search
2017-07-01	Eastern Asia	233	113	0.5408	0.4592	search	search
2017-07-01	Eastern Europe	237	128	0.4304	0.5696	search	search
2017-07-01	Melanesia	3	2	0.6667	0.3333	primary links	primary links
2017-07-01	Middle Africa	136	87	0.4485	0.5515	search	search
2017-07-01	Northern Africa	170	137	0.2882	0.7118	search	search
2017-07-01	Northern America	2558	1165	0.6966	0.3034	search	search
2017-07-01	Northern Europe	685	211	0.4496	0.5504	search	search
2017-07-01	South America	562	122	0.121	0.879	search	search
2017-07-01	South-Eastern Asia	371	280	0.3073	0.6927	search	search
2017-07-01	Southern Africa	19	17	0.4211	0.5789	search	search
2017-07-01	Southern Asia	456	320	0.3728	0.6272	search	search
2017-07-01	Southern Europe	191	95	0.5602	0.4398	search	search
2017-07-01	Western Africa	58	44	0.2931	0.7069	search	search
2017-07-01	Western Asia	209	132	0.2392	0.7608	search	search
2017-07-01	Western Europe	511	198	0.4384	0.5616	search	search
2017-07-02	Australia and New Zealand	105	47	0.6762	0.3238	search	search
2017-07-02	Caribbean	30	18	0.6333	0.3667	search	search
2017-07-02	Central America	103	80	0.3301	0.6699	search	search
2017-07-02	Central Asia	32	24	0.25	0.75	primary links	primary links
2017-07-02	Eastern Africa	36	28	0.3056	0.6944	search	search
2017-07-02	Eastern Asia	215	93	0.4977	0.5023	search	search
2017-07-02	Eastern Europe	257	118	0.4163	0.5837	search	search
2017-07-02	Melanesia	3	3	0.3333	0.6667	primary links	primary links
2017-07-02	Micronesia	2	1	1	0	search	search
2017-07-02	Middle Africa	138	100	0.442	0.558	search	search
2017-07-02	Northern Africa	180	147	0.3667	0.6333	search	search
2017-07-02	Northern America	2458	1194	0.7083	0.2917	search	search
2017-07-02	Northern Europe	622	199	0.4678	0.5322	search	search
2017-07-02	South America	547	106	0.1371	0.8629	search	search
2017-07-02	South-Eastern Asia	363	271	0.3471	0.6529	search	search
2017-07-02	Southern Africa	25	21	0.56	0.44	search	search
2017-07-02	Southern Asia	402	299	0.3781	0.6219	search	search
2017-07-02	Southern Europe	162	65	0.463	0.537	search	search
2017-07-02	Western Africa	52	44	0.4231	0.5769	search	search
2017-07-02	Western Asia	206	124	0.2961	0.7039	search	search
2017-07-02	Western Europe	551	198	0.51	0.49	search	search
2017-07-03	Australia and New Zealand	119	40	0.605	0.395	search	search
2017-07-03	Caribbean	28	13	0.5357	0.4643	search	search
2017-07-03	Central America	108	61	0.3796	0.6204	search	search
2017-07-03	Central Asia	34	20	0.1765	0.8235	primary links	primary links
2017-07-03	Eastern Africa	57	46	0.3509	0.6491	search	search
2017-07-03	Eastern Asia	254	96	0.5157	0.4843	search	search
2017-07-03	Eastern Europe	284	123	0.4824	0.5176	search	search
2017-07-03	Melanesia	2	1	0.5	0.5	primary links	primary links
2017-07-03	Micronesia	2	0	0	1	NA	NA
2017-07-03	Middle Africa	233	183	0.4936	0.5064	search	search
2017-07-03	Northern Africa	162	143	0.3333	0.6667	search	search
2017-07-03	Northern America	2947	1182	0.7414	0.2586	search	search
2017-07-03	Northern Europe	745	191	0.4832	0.5168	search	search
2017-07-03	South America	609	127	0.1478	0.8522	primary links	primary links
2017-07-03	South-Eastern Asia	356	237	0.4017	0.5983	search	search
2017-07-03	Southern Africa	30	20	0.5333	0.4667	search	search
2017-07-03	Southern Asia	461	295	0.3688	0.6312	search	search
2017-07-03	Southern Europe	213	68	0.4883	0.5117	search	search
2017-07-03	Western Africa	56	45	0.2857	0.7143	search	search
2017-07-03	Western Asia	219	147	0.2466	0.7534	search	search
2017-07-03	Western Europe	599	169	0.5526	0.4474	search	search
2017-07-04	Australia and New Zealand	105	40	0.5524	0.4476	search	search
2017-07-04	Caribbean	37	17	0.5946	0.4054	search	search
2017-07-04	Central America	101	62	0.4059	0.5941	search	search
2017-07-04	Central Asia	32	23	0.3438	0.6562	primary links	primary links
2017-07-04	Eastern Africa	50	30	0.54	0.46	search	search
2017-07-04	Eastern Asia	212	73	0.5377	0.4623	search	search
2017-07-04	Eastern Europe	293	126	0.4676	0.5324	search	search
2017-07-04	Melanesia	2	1	0.5	0.5	search	search
2017-07-04	Micronesia	2	0	0.5	0.5	primary links	primary links
2017-07-04	Middle Africa	203	163	0.5369	0.4631	search	search
2017-07-04	Northern Africa	127	102	0.4252	0.5748	search	search
2017-07-04	Northern America	2718	1248	0.7123	0.2877	search	search
2017-07-04	Northern Europe	724	186	0.4765	0.5235	search	search
2017-07-04	South America	622	108	0.1174	0.8826	search	search
2017-07-04	South-Eastern Asia	361	250	0.3518	0.6482	search	search
2017-07-04	Southern Africa	28	19	0.3571	0.6429	search	search
2017-07-04	Southern Asia	426	272	0.4038	0.5962	search	search
2017-07-04	Southern Europe	169	59	0.4379	0.5621	search	primary links
2017-07-04	Western Africa	53	37	0.3396	0.6604	search	search
2017-07-04	Western Asia	211	129	0.237	0.763	search	search
2017-07-04	Western Europe	606	175	0.5198	0.4802	search	primary links
2017-07-05	Australia and New Zealand	113	42	0.5929	0.4071	search	search
2017-07-05	Caribbean	31	25	0.6452	0.3548	search	search
2017-07-05	Central America	130	78	0.4077	0.5923	search	search
2017-07-05	Central Asia	26	20	0.2308	0.7692	primary links	primary links
2017-07-05	Eastern Africa	64	40	0.375	0.625	search	search
2017-07-05	Eastern Asia	244	105	0.5	0.5	search	search
2017-07-05	Eastern Europe	275	126	0.4582	0.5418	search	search
2017-07-05	Melanesia	2	1	0.5	0.5	search	search
2017-07-05	Micronesia	2	0	1	0	search	search
2017-07-05	Middle Africa	232	178	0.4957	0.5043	search	search
2017-07-05	Northern Africa	163	129	0.3865	0.6135	search	search
2017-07-05	Northern America	2994	1062	0.7398	0.2602	search	search
2017-07-05	Northern Europe	716	187	0.4916	0.5084	search	search
2017-07-05	Polynesia	1	1	0	1	NA	NA
2017-07-05	South America	777	110	0.094	0.906	search	search
2017-07-05	South-Eastern Asia	371	256	0.4016	0.5984	search	search
2017-07-05	Southern Africa	30	18	0.5667	0.4333	search	search
2017-07-05	Southern Asia	448	282	0.3929	0.6071	search	search
2017-07-05	Southern Europe	182	85	0.4615	0.5385	search	search
2017-07-05	Western Africa	51	38	0.3529	0.6471	search	search
2017-07-05	Western Asia	209	138	0.2871	0.7129	search	search
2017-07-05	Western Europe	596	184	0.5134	0.4866	search	search
2017-07-06	Australia and New Zealand	108	41	0.6019	0.3981	search	search
2017-07-06	Caribbean	33	18	0.4242	0.5758	search	search
2017-07-06	Central America	125	77	0.288	0.712	search	primary links
2017-07-06	Central Asia	20	16	0.4	0.6	primary links	primary links
2017-07-06	Eastern Africa	53	36	0.3962	0.6038	search	search
2017-07-06	Eastern Asia	252	97	0.5516	0.4484	search	search
2017-07-06	Eastern Europe	263	114	0.4373	0.5627	search	search
2017-07-06	Melanesia	1	1	0	1	NA	NA
2017-07-06	Middle Africa	231	178	0.5411	0.4589	search	search
2017-07-06	Northern Africa	158	125	0.3418	0.6582	search	search
2017-07-06	Northern America	3045	1081	0.7419	0.2581	search	search
2017-07-06	Northern Europe	740	171	0.4635	0.5365	search	search
2017-07-06	Polynesia	1	1	0	1	NA	NA
2017-07-06	South America	671	114	0.1088	0.8912	primary links	primary links
2017-07-06	South-Eastern Asia	347	243	0.3804	0.6196	search	search
2017-07-06	Southern Africa	33	22	0.4242	0.5758	search	search
2017-07-06	Southern Asia	452	299	0.3606	0.6394	search	search
2017-07-06	Southern Europe	180	65	0.5111	0.4889	search	search
2017-07-06	Western Africa	56	43	0.4643	0.5357	search	search
2017-07-06	Western Asia	226	135	0.2212	0.7788	search	search
2017-07-06	Western Europe	606	156	0.5264	0.4736	search	search
2017-07-07	Australia and New Zealand	108	41	0.6019	0.3981	search	search
2017-07-07	Caribbean	30	23	0.3	0.7	search	search
2017-07-07	Central America	104	61	0.3558	0.6442	search	search
2017-07-07	Central Asia	32	26	0.125	0.875	primary links	primary links
2017-07-07	Eastern Africa	53	46	0.3962	0.6038	search	search
2017-07-07	Eastern Asia	212	80	0.5755	0.4245	search	search
2017-07-07	Eastern Europe	267	122	0.4719	0.5281	search	search
2017-07-07	Melanesia	1	1	1	0	search	search
2017-07-07	Middle Africa	207	152	0.4879	0.5121	search	search
2017-07-07	Northern Africa	160	134	0.375	0.625	search	search
2017-07-07	Northern America	3044	1107	0.7428	0.2572	search	search
2017-07-07	Northern Europe	698	159	0.4327	0.5673	search	search
2017-07-07	Polynesia	1	0	1	0	primary links	primary links
2017-07-07	South America	389	91	0.162	0.838	search	search
2017-07-07	South-Eastern Asia	363	255	0.3444	0.6556	search	search
2017-07-07	Southern Africa	33	24	0.5455	0.4545	search	search
2017-07-07	Southern Asia	401	272	0.3865	0.6135	search	search
2017-07-07	Southern Europe	179	70	0.486	0.514	search	search
2017-07-07	Western Africa	55	47	0.3273	0.6727	primary links	search
2017-07-07	Western Asia	215	151	0.2605	0.7395	search	search
2017-07-07	Western Europe	546	164	0.4505	0.5495	search	search
2017-07-08	Australia and New Zealand	88	42	0.5682	0.4318	search	search
2017-07-08	Caribbean	38	28	0.5789	0.4211	search	search
2017-07-08	Central America	96	55	0.2396	0.7604	search	search
2017-07-08	Central Asia	30	22	0.2333	0.7667	search	search
2017-07-08	Eastern Africa	45	28	0.3333	0.6667	search	search
2017-07-08	Eastern Asia	210	96	0.4476	0.5524	search	search
2017-07-08	Eastern Europe	241	116	0.4606	0.5394	search	search
2017-07-08	Melanesia	1	1	0	1	NA	NA
2017-07-08	Middle Africa	139	99	0.4604	0.5396	search	search
2017-07-08	Northern Africa	155	131	0.3548	0.6452	search	search
2017-07-08	Northern America	2651	1228	0.7156	0.2844	search	search
2017-07-08	Northern Europe	643	191	0.4106	0.5894	search	search
2017-07-08	South America	405	104	0.15310000000000001	0.8469	search	search
2017-07-08	South-Eastern Asia	347	256	0.3141	0.6859	search	search
2017-07-08	Southern Africa	27	21	0.4815	0.5185	search	search
2017-07-08	Southern Asia	479	350	0.382	0.618	search	search
2017-07-08	Southern Europe	166	86	0.4699	0.5301	search	search
2017-07-08	Western Africa	55	46	0.3636	0.6364	search	primary links
2017-07-08	Western Asia	212	141	0.3538	0.6462	search	search
2017-07-08	Western Europe	535	185	0.4467	0.5533	search	search
2017-07-09	Australia and New Zealand	91	43	0.6154	0.3846	search	search
2017-07-09	Caribbean	31	27	0.6774	0.3226	search	search
2017-07-09	Central America	104	73	0.3077	0.6923	search	search
2017-07-09	Central Asia	39	33	0.1795	0.8205	primary links	primary links
2017-07-09	Eastern Africa	46	37	0.3261	0.6739	search	search
2017-07-09	Eastern Asia	220	104	0.5091	0.4909	search	search
2017-07-09	Eastern Europe	263	115	0.5133	0.4867	primary links	primary links
2017-07-09	Melanesia	5	5	0.2	0.8	primary links	primary links
2017-07-09	Middle Africa	158	110	0.4557	0.5443	search	search
2017-07-09	Northern Africa	169	137	0.3195	0.6805	search	search
2017-07-09	Northern America	2693	1263	0.7356	0.2644	search	search
2017-07-09	Northern Europe	684	214	0.4795	0.5205	search	search
2017-07-09	Polynesia	2	1	1	0	primary links	primary links
2017-07-09	South America	416	121	0.1731	0.8269	search	search
2017-07-09	South-Eastern Asia	359	274	0.3538	0.6462	search	search
2017-07-09	Southern Africa	14	11	0.4286	0.5714	search	search
2017-07-09	Southern Asia	406	312	0.3522	0.6478	search	search
2017-07-09	Southern Europe	185	84	0.4486	0.5514	search	search
2017-07-09	Western Africa	49	42	0.3673	0.6327	search	search
2017-07-09	Western Asia	216	140	0.2824	0.7176	search	search
2017-07-09	Western Europe	536	192	0.5019	0.4981	search	search
2017-07-10	Australia and New Zealand	117	49	0.5385	0.4615	search	search
2017-07-10	Caribbean	16	9	0.4375	0.5625	search	search
2017-07-10	Central America	109	53	0.3853	0.6147	search	search
2017-07-10	Central Asia	43	31	0.2791	0.7209	primary links	primary links
2017-07-10	Eastern Africa	50	32	0.34	0.66	search	search
2017-07-10	Eastern Asia	241	79	0.5436	0.4564	search	search
2017-07-10	Eastern Europe	304	124	0.4408	0.5592	search	search
2017-07-10	Melanesia	6	3	0.6667	0.3333	search	search
2017-07-10	Micronesia	1	0	1	0	search	search
2017-07-10	Middle Africa	219	172	0.5479	0.4521	search	search
2017-07-10	Northern Africa	149	125	0.3289	0.6711	search	search
2017-07-10	Northern America	3234	1138	0.74	0.26	search	search
2017-07-10	Northern Europe	734	194	0.4687	0.5313	search	search
2017-07-10	Polynesia	2	0	1	0	primary links	primary links
2017-07-10	South America	461	114	0.1931	0.8069	search	search
2017-07-10	South-Eastern Asia	383	270	0.3943	0.6057	search	search
2017-07-10	Southern Africa	31	15	0.3548	0.6452	search	search
2017-07-10	Southern Asia	443	289	0.4108	0.5892	search	search
2017-07-10	Southern Europe	198	86	0.4394	0.5606	search	search
2017-07-10	Western Africa	55	44	0.4	0.6	search	search
2017-07-10	Western Asia	215	138	0.2791	0.7209	search	search
2017-07-10	Western Europe	634	159	0.5331	0.4669	search	search
2017-07-11	Australia and New Zealand	116	34	0.5086	0.4914	search	search
2017-07-11	Caribbean	31	24	0.6129	0.3871	search	search
2017-07-11	Central America	131	81	0.3588	0.6412	search	search
2017-07-11	Central Asia	38	26	0.4211	0.5789	primary links	primary links
2017-07-11	Eastern Africa	53	48	0.2642	0.7358	search	search
2017-07-11	Eastern Asia	255	115	0.5804	0.4196	search	search
2017-07-11	Eastern Europe	325	119	0.3938	0.6062	search	search
2017-07-11	Melanesia	4	3	0.75	0.25	search	search
2017-07-11	Micronesia	1	0	0	1	NA	NA
2017-07-11	Middle Africa	225	172	0.5156	0.4844	search	search
2017-07-11	Northern Africa	178	127	0.4045	0.5955	search	search
2017-07-11	Northern America	3155	1031	0.7141	0.2859	search	search
2017-07-11	Northern Europe	744	190	0.4583	0.5417	search	search
2017-07-11	South America	451	122	0.1973	0.8027	search	search
2017-07-11	South-Eastern Asia	393	252	0.3435	0.6565	search	search
2017-07-11	Southern Africa	29	16	0.5172	0.4828	search	search
2017-07-11	Southern Asia	435	267	0.3954	0.6046	search	search
2017-07-11	Southern Europe	231	90	0.4892	0.5108	search	search
2017-07-11	Western Africa	62	52	0.4032	0.5968	search	search
2017-07-11	Western Asia	229	152	0.2576	0.7424	search	search
2017-07-11	Western Europe	688	183	0.5087	0.4913	primary links	primary links
2017-07-12	Australia and New Zealand	119	35	0.6387	0.3613	search	search
2017-07-12	Caribbean	34	25	0.4118	0.5882	search	search
2017-07-12	Central America	130	75	0.2846	0.7154	search	search
2017-07-12	Central Asia	29	20	0.1724	0.8276	primary links	primary links
2017-07-12	Eastern Africa	66	51	0.2424	0.7576	search	search
2017-07-12	Eastern Asia	272	117	0.5147	0.4853	search	search
2017-07-12	Eastern Europe	312	135	0.4455	0.5545	search	search
2017-07-12	Melanesia	3	2	0	1	NA	NA
2017-07-12	Micronesia	4	2	0.75	0.25	search	search
2017-07-12	Middle Africa	216	168	0.537	0.463	search	search
2017-07-12	Northern Africa	167	139	0.3413	0.6587	search	search
2017-07-12	Northern America	3183	1068	0.7289	0.2711	search	search
2017-07-12	Northern Europe	729	209	0.4952	0.5048	search	search
2017-07-12	South America	472	112	0.1907	0.8093	primary links	search
2017-07-12	South-Eastern Asia	375	256	0.36	0.64	search	search
2017-07-12	Southern Africa	37	27	0.4595	0.5405	search	search
2017-07-12	Southern Asia	436	272	0.3693	0.6307	search	search
2017-07-12	Southern Europe	212	86	0.4764	0.5236	search	search
2017-07-12	Western Africa	47	38	0.4255	0.5745	search	search
2017-07-12	Western Asia	220	141	0.2727	0.7273	search	search
2017-07-12	Western Europe	603	161	0.4909	0.5091	search	search
2017-07-13	Australia and New Zealand	104	37	0.6154	0.3846	search	search
2017-07-13	Caribbean	34	23	0.3529	0.6471	search	search
2017-07-13	Central America	103	63	0.2718	0.7282	search	search
2017-07-13	Central Asia	27	20	0.3704	0.6296	primary links	primary links
2017-07-13	Eastern Africa	63	40	0.4921	0.5079	search	search
2017-07-13	Eastern Asia	276	114	0.5507	0.4493	search	search
2017-07-13	Eastern Europe	305	136	0.4426	0.5574	search	search
2017-07-13	Melanesia	2	2	1	0	other projects	other projects
2017-07-13	Middle Africa	204	164	0.5686	0.4314	search	search
2017-07-13	Northern Africa	166	133	0.2892	0.7108	search	search
2017-07-13	Northern America	3146	1041	0.7279	0.2721	search	search
2017-07-13	Northern Europe	740	173	0.4824	0.5176	search	search
2017-07-13	South America	435	119	0.1885	0.8115	search	search
2017-07-13	South-Eastern Asia	378	244	0.3651	0.6349	search	search
2017-07-13	Southern Africa	34	22	0.4706	0.5294	search	search
2017-07-13	Southern Asia	417	260	0.3861	0.6139	search	search
2017-07-13	Southern Europe	176	70	0.4261	0.5739	search	search
2017-07-13	Western Africa	45	36	0.4444	0.5556	search	search
2017-07-13	Western Asia	250	153	0.256	0.744	search	search
2017-07-13	Western Europe	564	163	0.5266	0.4734	search	search
2017-07-14	Australia and New Zealand	93	41	0.5914	0.4086	search	search
2017-07-14	Caribbean	47	29	0.4468	0.5532	search	search
2017-07-14	Central America	125	80	0.24	0.76	search	search
2017-07-14	Central Asia	20	16	0.35	0.65	primary links	primary links
2017-07-14	Eastern Africa	74	58	0.5	0.5	search	search
2017-07-14	Eastern Asia	251	109	0.5976	0.4024	search	search
2017-07-14	Eastern Europe	306	119	0.451	0.549	search	search
2017-07-14	Melanesia	4	4	0	1	NA	NA
2017-07-14	Micronesia	2	2	0	1	NA	NA
2017-07-14	Middle Africa	184	142	0.5435	0.4565	search	search
2017-07-14	Northern Africa	202	160	0.3366	0.6634	search	search
2017-07-14	Northern America	2942	1087	0.723	0.277	search	search
2017-07-14	Northern Europe	736	196	0.4402	0.5598	search	search
2017-07-14	South America	409	110	0.1858	0.8142	primary links	primary links
2017-07-14	South-Eastern Asia	369	253	0.3306	0.6694	search	search
2017-07-14	Southern Africa	36	22	0.3333	0.6667	search	search
2017-07-14	Southern Asia	441	280	0.3719	0.6281	search	search
2017-07-14	Southern Europe	181	79	0.442	0.558	primary links	primary links
2017-07-14	Western Africa	48	37	0.3542	0.6458	search	search
2017-07-14	Western Asia	213	132	0.3146	0.6854	search	search
2017-07-14	Western Europe	571	150	0.5044	0.4956	search	search
2017-07-15	Australia and New Zealand	90	47	0.6333	0.3667	search	search
2017-07-15	Caribbean	28	21	0.6429	0.3571	search	search
2017-07-15	Central America	111	66	0.2703	0.7297	search	search
2017-07-15	Central Asia	33	31	0.3939	0.6061	primary links	primary links
2017-07-15	Eastern Africa	52	34	0.4038	0.5962	search	search
2017-07-15	Eastern Asia	213	102	0.5352	0.4648	search	search
2017-07-15	Eastern Europe	265	122	0.4	0.6	search	search
2017-07-15	Melanesia	1	1	1	0	other projects	other projects
2017-07-15	Middle Africa	161	117	0.4472	0.5528	search	search
2017-07-15	Northern Africa	209	167	0.3828	0.6172	search	search
2017-07-15	Northern America	2631	1191	0.7054	0.2946	search	search
2017-07-15	Northern Europe	672	183	0.4167	0.5833	search	search
2017-07-15	South America	403	111	0.1638	0.8362	search	search
2017-07-15	South-Eastern Asia	331	224	0.3142	0.6858	search	search
2017-07-15	Southern Africa	29	21	0.4138	0.5862	search	search
2017-07-15	Southern Asia	456	302	0.3618	0.6382	search	search
2017-07-15	Southern Europe	174	86	0.5	0.5	search	search
2017-07-15	Western Africa	55	43	0.3636	0.6364	search	search
2017-07-15	Western Asia	204	125	0.299	0.701	search	search
2017-07-15	Western Europe	451	158	0.4346	0.5654	search	search
2017-07-16	Australia and New Zealand	97	41	0.5876	0.4124	search	search
2017-07-16	Caribbean	33	22	0.6364	0.3636	search	search
2017-07-16	Central America	111	63	0.4234	0.5766	search	search
2017-07-16	Central Asia	30	25	0.4333	0.5667	primary links	primary links
2017-07-16	Eastern Africa	46	36	0.4565	0.5435	search	search
2017-07-16	Eastern Asia	181	78	0.5635	0.4365	search	search
2017-07-16	Eastern Europe	379	149	0.3773	0.6227	primary links	primary links
2017-07-16	Melanesia	1	1	1	0	search	search
2017-07-16	Micronesia	1	0	0	1	NA	NA
2017-07-16	Middle Africa	166	107	0.4639	0.5361	search	search
2017-07-16	Northern Africa	163	118	0.3804	0.6196	search	search
2017-07-16	Northern America	2761	1186	0.6755	0.3245	search	search
2017-07-16	Northern Europe	767	245	0.4733	0.5267	search	search
2017-07-16	South America	425	134	0.1906	0.8094	search	search
2017-07-16	South-Eastern Asia	366	262	0.3306	0.6694	search	search
2017-07-16	Southern Africa	23	18	0.3478	0.6522	search	search
2017-07-16	Southern Asia	437	320	0.3753	0.6247	search	search
2017-07-16	Southern Europe	208	91	0.4615	0.5385	search	search
2017-07-16	Western Africa	36	30	0.1667	0.8333	search	search
2017-07-16	Western Asia	239	157	0.3096	0.6904	search	search
2017-07-16	Western Europe	541	200	0.451	0.549	search	search
2017-07-17	Australia and New Zealand	126	46	0.6111	0.3889	search	search
2017-07-17	Caribbean	45	26	0.4889	0.5111	search	search
2017-07-17	Central America	125	72	0.36	0.64	search	search
2017-07-17	Central Asia	30	24	0.2667	0.7333	primary links	primary links
2017-07-17	Eastern Africa	60	49	0.4667	0.5333	search	primary links
2017-07-17	Eastern Asia	251	93	0.5299	0.4701	search	search
2017-07-17	Eastern Europe	435	111	0.3011	0.6989	search	search
2017-07-17	Melanesia	2	1	0.5	0.5	primary links	primary links
2017-07-17	Micronesia	2	1	0	1	NA	NA
2017-07-17	Middle Africa	219	163	0.4521	0.5479	search	search
2017-07-17	Northern Africa	177	136	0.3164	0.6836	search	search
2017-07-17	Northern America	3763	1092	0.6274	0.3726	search	search
2017-07-17	Northern Europe	764	166	0.4895	0.5105	search	search
2017-07-17	South America	409	114	0.2005	0.7995	search	search
2017-07-17	South-Eastern Asia	455	271	0.3209	0.6791	search	search
2017-07-17	Southern Africa	37	23	0.4595	0.5405	search	search
2017-07-17	Southern Asia	469	279	0.4072	0.5928	search	search
2017-07-17	Southern Europe	247	89	0.3725	0.6275	search	search
2017-07-17	Western Africa	53	46	0.3208	0.6792	search	search
2017-07-17	Western Asia	208	128	0.2548	0.7452	search	search
2017-07-17	Western Europe	646	134	0.4412	0.5588	search	search
2017-07-18	Australia and New Zealand	110	40	0.6182	0.3818	search	search
2017-07-18	Caribbean	40	26	0.575	0.425	search	search
2017-07-18	Central America	128	77	0.3281	0.6719	search	search
2017-07-18	Central Asia	29	23	0.3448	0.6552	primary links	primary links
2017-07-18	Eastern Africa	58	50	0.3276	0.6724	search	search
2017-07-18	Eastern Asia	258	93	0.5465	0.4535	search	search
2017-07-18	Eastern Europe	289	113	0.3979	0.6021	search	search
2017-07-18	Melanesia	3	1	0.6667	0.3333	primary links	primary links
2017-07-18	Micronesia	1	0	1	0	search	search
2017-07-18	Middle Africa	255	190	0.5294	0.4706	search	search
2017-07-18	Northern Africa	180	142	0.2722	0.7278	search	search
2017-07-18	Northern America	3242	1113	0.7486	0.2514	search	search
2017-07-18	Northern Europe	724	181	0.4724	0.5276	search	search
2017-07-18	South America	432	106	0.1968	0.8032	primary links	primary links
2017-07-18	South-Eastern Asia	366	236	0.4235	0.5765	search	search
2017-07-18	Southern Africa	29	19	0.4483	0.5517	search	search
2017-07-18	Southern Asia	456	272	0.3969	0.6031	search	search
2017-07-18	Southern Europe	170	72	0.4588	0.5412	search	search
2017-07-18	Western Africa	58	47	0.431	0.569	search	search
2017-07-18	Western Asia	215	126	0.3581	0.6419	search	search
2017-07-18	Western Europe	553	145	0.5244	0.4756	search	search
2017-07-19	Australia and New Zealand	107	38	0.5514	0.4486	search	search
2017-07-19	Caribbean	46	31	0.4348	0.5652	search	search
2017-07-19	Central America	119	72	0.3109	0.6891	search	search
2017-07-19	Central Asia	39	29	0.2308	0.7692	primary links	primary links
2017-07-19	Eastern Africa	69	50	0.3623	0.6377	search	search
2017-07-19	Eastern Asia	254	102	0.5433	0.4567	search	search
2017-07-19	Eastern Europe	291	124	0.4399	0.5601	search	search
2017-07-19	Melanesia	3	3	0.3333	0.6667	search	search
2017-07-19	Micronesia	2	1	0.5	0.5	search	search
2017-07-19	Middle Africa	245	188	0.4163	0.5837	search	search
2017-07-19	Northern Africa	204	155	0.3922	0.6078	search	search
2017-07-19	Northern America	3055	1005	0.7404	0.2596	search	search
2017-07-19	Northern Europe	723	178	0.4979	0.5021	search	search
2017-07-19	South America	399	124	0.1729	0.8271	search	search
2017-07-19	South-Eastern Asia	377	246	0.3395	0.6605	search	search
2017-07-19	Southern Africa	28	14	0.3571	0.6429	search	search
2017-07-19	Southern Asia	496	326	0.3427	0.6573	search	search
2017-07-19	Southern Europe	180	71	0.4889	0.5111	search	search
2017-07-19	Western Africa	76	63	0.4211	0.5789	primary links	primary links
2017-07-19	Western Asia	230	140	0.2826	0.7174	search	search
2017-07-19	Western Europe	528	153	0.517	0.483	search	search
2017-07-20	Australia and New Zealand	132	49	0.5909	0.4091	search	search
2017-07-20	Caribbean	27	18	0.4074	0.5926	search	search
2017-07-20	Central America	129	80	0.3488	0.6512	search	search
2017-07-20	Central Asia	37	31	0.3784	0.6216	primary links	primary links
2017-07-20	Eastern Africa	63	52	0.3492	0.6508	search	search
2017-07-20	Eastern Asia	223	102	0.5426	0.4574	search	search
2017-07-20	Eastern Europe	286	125	0.4476	0.5524	search	search
2017-07-20	Melanesia	3	1	1	0	search	search
2017-07-20	Micronesia	2	0	1	0	search	search
2017-07-20	Middle Africa	210	162	0.5	0.5	search	search
2017-07-20	Northern Africa	189	148	0.3492	0.6508	search	search
2017-07-20	Northern America	3271	1082	0.745	0.255	search	search
2017-07-20	Northern Europe	720	194	0.4889	0.5111	search	search
2017-07-20	South America	413	112	0.1671	0.8329	primary links	primary links
2017-07-20	South-Eastern Asia	409	264	0.3496	0.6504	search	search
2017-07-20	Southern Africa	33	18	0.5152	0.4848	search	search
2017-07-20	Southern Asia	475	305	0.3495	0.6505	search	search
2017-07-20	Southern Europe	190	79	0.5526	0.4474	search	search
2017-07-20	Western Africa	67	53	0.3433	0.6567	search	search
2017-07-20	Western Asia	227	149	0.2115	0.7885	search	search
2017-07-20	Western Europe	553	182	0.5515	0.4485	search	search
2017-07-21	Australia and New Zealand	109	43	0.6514	0.3486	search	search
2017-07-21	Caribbean	33	23	0.4545	0.5455	search	search
2017-07-21	Central America	108	66	0.3519	0.6481	search	search
2017-07-21	Central Asia	30	22	0.2	0.8	primary links	primary links
2017-07-21	Eastern Africa	49	38	0.2857	0.7143	search	search
2017-07-21	Eastern Asia	219	73	0.516	0.484	search	search
2017-07-21	Eastern Europe	290	133	0.4552	0.5448	primary links	primary links
2017-07-21	Melanesia	1	1	0	1	NA	NA
2017-07-21	Micronesia	1	0	0	1	NA	NA
2017-07-21	Middle Africa	184	139	0.5054	0.4946	search	search
2017-07-21	Northern Africa	157	119	0.3822	0.6178	search	search
2017-07-21	Northern America	3132	1095	0.7411	0.2589	search	search
2017-07-21	Northern Europe	704	186	0.5114	0.4886	search	search
2017-07-21	South America	399	120	0.1855	0.8145	primary links	primary links
2017-07-21	South-Eastern Asia	373	244	0.3271	0.6729	search	search
2017-07-21	Southern Africa	33	21	0.4545	0.5455	search	search
2017-07-21	Southern Asia	437	280	0.3638	0.6362	search	search
2017-07-21	Southern Europe	200	87	0.52	0.48	search	search
2017-07-21	Western Africa	53	41	0.3962	0.6038	search	search
2017-07-21	Western Asia	194	133	0.299	0.701	search	search
2017-07-21	Western Europe	551	163	0.5154	0.4846	search	search
2017-07-22	Australia and New Zealand	94	44	0.5	0.5	search	search
2017-07-22	Caribbean	33	23	0.4242	0.5758	search	search
2017-07-22	Central America	109	71	0.367	0.633	search	search
2017-07-22	Central Asia	34	28	0.3235	0.6765	search	search
